rank,company_name,symbol,ipo_type,listing_date,ipo_price,listing_price,current_price,listing_gain_pct,current_gain_pct,gain_from_ipo_rs,issue_size,ipo_market_cap,status_badge,screener_url,source_url,status_class,_cache_fetched_at
16,Tenneco Clean Air India Listed: 19 Nov 2025,,Mainboard,₹505.00,397.0,505.0,539.95,27.2,36.01,142.95,₹397.00,,Moderate Gainer,https://www.screener.in/search/?q=Tenneco+Clean+Air+India+Listed%3A+19+Nov+2025,https://www.ipoguru.in/ipo-performance,watch,2026-07-24T23:42:23
17,LG Electronics India Listed: 14 Oct 2025,,Mainboard,"₹1,710.00",1140.0,1710.0,1525.25,50.0,33.79,385.25,"₹1,140.00",,Moderate Gainer,https://www.screener.in/search/?q=LG+Electronics+India+Listed%3A+14+Oct+2025,https://www.ipoguru.in/ipo-performance,watch,2026-07-24T23:42:23
18,Epack Prefab Technologies Listed: 01 Oct 2025,,Mainboard,₹183.85,204.0,183.85,252.5,-9.88,23.77,48.5,₹204.00,,Moderate Gainer,https://www.screener.in/search/?q=Epack+Prefab+Technologies+Listed%3A+01+Oct+2025,https://www.ipoguru.in/ipo-performance,watch,2026-07-24T23:42:23
19,PhysicsWallah Listed: 18 Nov 2025,,Mainboard,₹145.00,109.0,145.0,128.05,33.03,17.48,19.05,₹109.00,,Flat / Low Return,https://www.screener.in/search/?q=PhysicsWallah+Listed%3A+18+Nov+2025,https://www.ipoguru.in/ipo-performance,flat,2026-07-24T23:42:23
20,Midwest Listed: 24 Oct 2025,,Mainboard,₹0.00,1065.0,,1235.5,,16.01,170.5,"₹1,065.00",,Flat / Low Return,https://www.screener.in/search/?q=Midwest+Listed%3A+24+Oct+2025,https://www.ipoguru.in/ipo-performance,flat,2026-07-24T23:42:23
21,Gujarat Kidney & Super Speciality Listed: 30 Dec 2025,,Mainboard,₹120.00,114.0,120.0,128.2,5.26,12.46,14.2,₹114.00,,Flat / Low Return,https://www.screener.in/search/?q=Gujarat+Kidney+%26+Super+Speciality+Listed%3A+30+Dec+2025,https://www.ipoguru.in/ipo-performance,flat,2026-07-24T23:42:23
22,Advance Agrolife Listed: 08 Oct 2025,,Mainboard,₹114.00,100.0,114.0,110.95,14.0,10.95,10.95,₹100.00,,Flat / Low Return,https://www.screener.in/search/?q=Advance+Agrolife+Listed%3A+08+Oct+2025,https://www.ipoguru.in/ipo-performance,flat,2026-07-24T23:42:23
23,WeWork India Management Listed: 10 Oct 2025,,Mainboard,₹650.00,648.0,650.0,711.95,0.31,9.87,63.95,₹648.00,,Flat / Low Return,https://www.screener.in/search/?q=WeWork+India+Management+Listed%3A+10+Oct+2025,https://www.ipoguru.in/ipo-performance,flat,2026-07-24T23:42:23
24,Tata Capital Listed: 13 Oct 2025,,Mainboard,₹330.00,326.0,330.0,341.9,1.23,4.88,15.9,₹326.00,,Flat / Low Return,https://www.screener.in/search/?q=Tata+Capital+Listed%3A+13+Oct+2025,https://www.ipoguru.in/ipo-performance,flat,2026-07-24T23:42:23
25,Canara Robeco Asset Management Co. Listed: 16 Oct 2025,,Mainboard,₹280.25,266.0,280.25,260.1,5.36,-2.22,-5.9,₹266.00,,Below IPO Price,https://www.screener.in/search/?q=Canara+Robeco+Asset+Management+Co.+Listed%3A+16+Oct+2025,https://www.ipoguru.in/ipo-performance,bad,2026-07-24T23:42:23
26,Pace Digitek Listed: 06 Oct 2025,,Mainboard,₹225.00,219.0,225.0,195.25,2.74,-10.84,-23.75,₹219.00,,Below IPO Price,https://www.screener.in/search/?q=Pace+Digitek+Listed%3A+06+Oct+2025,https://www.ipoguru.in/ipo-performance,bad,2026-07-24T23:42:23
27,Trualt Bioenergy Listed: 03 Oct 2025,,Mainboard,₹545.40,496.0,545.4,428.95,9.96,-13.52,-67.05,₹496.00,,Below IPO Price,https://www.screener.in/search/?q=Trualt+Bioenergy+Listed%3A+03+Oct+2025,https://www.ipoguru.in/ipo-performance,bad,2026-07-24T23:42:23
28,Capillary Technologies Listed: 21 Nov 2025,,Mainboard,₹571.90,577.0,571.9,476.25,-0.88,-17.46,-100.75,₹577.00,,Below IPO Price,https://www.screener.in/search/?q=Capillary+Technologies+Listed%3A+21+Nov+2025,https://www.ipoguru.in/ipo-performance,bad,2026-07-24T23:42:23
29,Jinkushal Industries Listed: 03 Oct 2025,,Mainboard,₹125.00,121.0,125.0,98.0,3.31,-19.01,-23.0,₹121.00,,Below IPO Price,https://www.screener.in/search/?q=Jinkushal+Industries+Listed%3A+03+Oct+2025,https://www.ipoguru.in/ipo-performance,bad,2026-07-24T23:42:23
30,Fabtech Technologies Listed: 07 Oct 2025,,Mainboard,₹191.00,191.0,191.0,149.25,0.0,-21.86,-41.75,₹191.00,,Below IPO Price,https://www.screener.in/search/?q=Fabtech+Technologies+Listed%3A+07+Oct+2025,https://www.ipoguru.in/ipo-performance,bad,2026-07-24T23:42:23
31,Studds Accessories Listed: 07 Nov 2025,,Mainboard,₹565.00,585.0,565.0,450.6,-3.42,-22.97,-134.4,₹585.00,,Below IPO Price,https://www.screener.in/search/?q=Studds+Accessories+Listed%3A+07+Nov+2025,https://www.ipoguru.in/ipo-performance,bad,2026-07-24T23:42:23
32,Orkla India Listed: 06 Nov 2025,,Mainboard,₹0.00,730.0,,558.4,,-23.51,-171.6,₹730.00,,Below IPO Price,https://www.screener.in/search/?q=Orkla+India+Listed%3A+06+Nov+2025,https://www.ipoguru.in/ipo-performance,bad,2026-07-24T23:42:23
33,Om Freight Forwarders Listed: 08 Oct 2025,,Mainboard,₹81.50,135.0,81.5,93.0,-39.63,-31.11,-42.0,₹135.00,,Below IPO Price,https://www.screener.in/search/?q=Om+Freight+Forwarders+Listed%3A+08+Oct+2025,https://www.ipoguru.in/ipo-performance,bad,2026-07-24T23:42:23
34,Wakefit Innovations Listed: 12 Dec 2025,,Mainboard,₹195.00,195.0,195.0,129.7,0.0,-33.49,-65.3,₹195.00,,Below IPO Price,https://www.screener.in/search/?q=Wakefit+Innovations+Listed%3A+12+Dec+2025,https://www.ipoguru.in/ipo-performance,bad,2026-07-24T23:42:23
35,Pine Labs Listed: 14 Nov 2025,,Mainboard,₹242.00,221.0,242.0,145.67,9.5,-34.09,-75.33,₹221.00,,Below IPO Price,https://www.screener.in/search/?q=Pine+Labs+Listed%3A+14+Nov+2025,https://www.ipoguru.in/ipo-performance,bad,2026-07-24T23:42:23
36,Excelsoft Technologies Listed: 26 Nov 2025,,Mainboard,₹135.00,120.0,135.0,74.38,12.5,-38.02,-45.62,₹120.00,,Below IPO Price,https://www.screener.in/search/?q=Excelsoft+Technologies+Listed%3A+26+Nov+2025,https://www.ipoguru.in/ipo-performance,bad,2026-07-24T23:42:23
37,BMW Ventures Listed: 01 Oct 2025,,Mainboard,₹78.00,99.0,78.0,56.52,-21.21,-42.91,-42.48,₹99.00,,Below IPO Price,https://www.screener.in/search/?q=BMW+Ventures+Listed%3A+01+Oct+2025,https://www.ipoguru.in/ipo-performance,bad,2026-07-24T23:42:23
38,Glottis Listed: 07 Oct 2025,,Mainboard,₹84.00,129.0,84.0,66.73,-34.88,-48.27,-62.27,₹129.00,,Below IPO Price,https://www.screener.in/search/?q=Glottis+Listed%3A+07+Oct+2025,https://www.ipoguru.in/ipo-performance,bad,2026-07-24T23:42:23
