exchange,tradingsymbol,quantity,transaction_type,product,order_type,price,validity
NFO,PFC26MAY500CE,1300,SELL,NRML,LIMIT,1.4,DAY
NFO,BAJFINANCE26MAY1020CE,750,SELL,NRML,LIMIT,1.5,DAY
NFO,ETERNAL26MAY260CE,2425,SELL,NRML,LIMIT,1.7,DAY
