exchange,tradingsymbol,quantity,transaction_type,product,order_type,price,validity
NFO,BAJFINANCE26JUN1000CE,750,BUY,NRML,LIMIT,0,DAY
NFO,BAJFINANCE26JUN1050CE,750,SELL,NRML,LIMIT,0,DAY
NFO,PGEL26JUN520CE,950,BUY,NRML,LIMIT,0,DAY
NFO,UNITDSPR26JUN1500CE,400,SELL,NRML,LIMIT,0,DAY
NFO,MAZDOCK26JUN2800CE,200,SELL,NRML,LIMIT,0,DAY
