exchange,tradingsymbol,quantity,transaction_type,product,order_type,price,validity
NFO,TATACONSUM26JUN1350CE,550,SELL,NRML,LIMIT,0,DAY
NFO,HAVELLS26JUN1350CE,500,SELL,NRML,LIMIT,0,DAY
NFO,UNITDSPR26JUN1500CE,700,SELL,NRML,LIMIT,0,DAY
NFO,PFC26JUN550CE,1325,SELL,NRML,LIMIT,0,DAY
