exchange,tradingsymbol,quantity,transaction_type,product,order_type,price,validity
NFO,BAJFINANCE26JUL1150CE,750,SELL,NRML,LIMIT,0,DAY
NFO,TATACONSUM26JUL1200CE,550,SELL,NRML,LIMIT,0,DAY
NFO,UNITDSPR26JUL1540CE,400,SELL,NRML,LIMIT,0,DAY
NFO,NTPC26JUL335PE,1500,SELL,NRML,LIMIT,0,DAY
