exchange,tradingsymbol,quantity,transaction_type,product,order_type,price,validity
NFO,MAZDOCK26JUL2700CE,225,SELL,NRML,LIMIT,7.70,DAY
NFO,HAVELLS26JUL1400CE,500,SELL,NRML,LIMIT,1.70,DAY
