symbol,exchange,transaction_type,lots,lot_size,price_markup_percent,product,order_type,validity,tag

PFC26JUN500CE,NFO,SELL,1,1300,20,NRML,LIMIT,DAY,GPT_CC

TITAN26JUN4800CE,NFO,SELL,1,175,20,NRML,LIMIT,DAY,GPT_CC

UNITDSPR26JUN1500CE,NFO,SELL,1,400,20,NRML,LIMIT,DAY,GPT_CC

BAJFINANCE26JUN800PE,NFO,SELL,1,750,20,NRML,LIMIT,DAY,GPT_CSP
