exchange,tradingsymbol,quantity,transaction_type,product,order_type,price,validity
NFO,TATACONSUM26JUL1370CE,550,SELL,NRML,LIMIT,0,DAY
NFO,TITAN26JUL4800CE,175,SELL,NRML,LIMIT,0,DAY
