exchange,tradingsymbol,quantity,transaction_type,product,order_type,price,validity
NFO,BAJFINANCE26JUN1000CE,750,SELL,NRML,LIMIT,0,DAY
NFO,TATACONSUM26JUN1250CE,550,SELL,NRML,LIMIT,0,DAY
NFO,HAVELLS26JUN1300CE,500,SELL,NRML,LIMIT,0,DAY
NFO,UNITDSPR26JUN1400CE,800,SELL,NRML,LIMIT,0,DAY
NFO,PFC26JUN500CE,1300,SELL,NRML,LIMIT,0,DAY
NFO,ETERNAL26JUN300CE,2425,SELL,NRML,LIMIT,0,DAY
NFO,PFC26JUN400PE,650,SELL,NRML,LIMIT,0,DAY
NFO,NTPC26JUN300PE,750,SELL,NRML,LIMIT,0,DAY
