exchange,tradingsymbol,quantity,transaction_type,product,order_type,price,validity
NFO,HAVELLS26JUN1350CE,500,SELL,NRML,LIMIT,0,DAY
NFO,BAJFINANCE26JUN1025CE,750,SELL,NRML,LIMIT,0,DAY
