exchange,tradingsymbol,quantity,transaction_type,product,order_type,price,validity
NFO,BAJFINANCE26JUL1100CE,750,SELL,NRML,LIMIT,0,DAY
NFO,TATACONSUM26JUL1200CE,550,SELL,NRML,LIMIT,0,DAY
NFO,UNITDSPR26JUL1500CE,350,SELL,NRML,LIMIT,0,DAY
NFO,PFC26JUL450CE,1300,SELL,NRML,LIMIT,0,DAY
