exchange,tradingsymbol,quantity,transaction_type,product,order_type,price,validity
NFO,ETERNAL26JUL285CE,2425,SELL,NRML,LIMIT,3.2,DAY
NFO,MAZDOCK26JUL2780CE,225,SELL,NRML,LIMIT,136.15,DAY
NFO,BAJFINANCE26JUL1080CE,750,SELL,NRML,LIMIT,6.8,DAY
