exchange,tradingsymbol,quantity,transaction_type,product,order_type,price,validity
NFO,PFC26JUN490CE,1300,SELL,NRML,LIMIT,0,DAY
NFO,CAMS26JUN700PE,750,SELL,NRML,LIMIT,0,DAY
