exchange,tradingsymbol,quantity,transaction_type,product,order_type,price,validity
NFO,HAVELLS26JUN_FAR_OTM_CE,500,SELL,NRML,LIMIT,0,DAY
NFO,CAMS26JUN_FAR_OTM_CE,400,SELL,NRML,LIMIT,0,DAY
NFO,PFC26JUN_SUPPORT_PE,1300,SELL,NRML,LIMIT,0,DAY
NFO,NTPC26JUN_SUPPORT_PE,1500,SELL,NRML,LIMIT,0,DAY
