exchange,tradingsymbol,quantity,transaction_type,product,order_type,price,validity
NFO,PGEL26JUN530CE,950,SELL,NRML,LIMIT,21.15,DAY
NFO,ETERNAL26JUN272.5CE,2425,SELL,NRML,LIMIT,1.3,DAY
NFO,UNITDSPR26JUN1380CE,400,SELL,NRML,LIMIT,3.6,DAY
NFO,NAUKRI26JUN1090CE,375,SELL,NRML,LIMIT,4.65,DAY
NFO,MAZDOCK26JUN2660CE,200,SELL,NRML,LIMIT,15.1,DAY
NFO,BAJFINANCE26JUN990CE,750,SELL,NRML,LIMIT,6.35,DAY
NFO,TITAN26JUN4450CE,175,SELL,NRML,LIMIT,26.2,DAY
