symbol,exchange,transaction_type,lots,price_markup_percent,product,order_type,price,validity,tag
BAJFINANCE26JUL1100CE,NFO,SELL,1,20,NRML,LIMIT,2.45,DAY,GPT_CC
TATACONSUM26JUL1200CE,NFO,SELL,1,20,NRML,LIMIT,2.45,DAY,GPT_CC
UNITDSPR26JUL1500CE,NFO,SELL,1,20,NRML,LIMIT,3.60,DAY,GPT_CC
PFC26JUL450CE,NFO,SELL,1,20,NRML,LIMIT,0.95,DAY,GPT_CC
