exchange,tradingsymbol,quantity,transaction_type,product,order_type,price,validity
NFO,UNITDSPR26JUN1450CE,400,SELL,NRML,LIMIT,0,DAY
NFO,TITAN26JUN4600CE,175,SELL,NRML,LIMIT,0,DAY
NFO,ETERNAL26JUN260CE,2425,SELL,NRML,LIMIT,0,DAY
NFO,PFC26JUN390PE,1300,SELL,NRML,LIMIT,0,DAY
